0.0;1.0E-4;0.9999999983333334;1.66666658252268E-9;0.9999999983333334;1.66666658252268E-9;1.0;0.0
30.0;1.0E-4;0.8660004023414158;2.500144302286511E-5;0.8660254023412639;1.4431748018850499E-9;0.8660254037846463;2.0761170560490427E-13
45.0;1.0E-4;0.7070714246693033;3.535651724428934E-5;0.70710678000796;1.1785875608794072E-9;0.7071067811866467;9.914291609902648E-14
60.0;1.0E-4;0.4999566978958203;4.330210417979874E-5;0.49999999916616744;8.338326695778164E-10;0.49999999999920475;7.953637748414621E-13
90.0;1.0E-4;-4.999999969612645E-5;4.999999969618768E-5;0.0;6.123233995736766E-17;0.0;6.123233995736766E-17
114.0;1.0E-4;-0.40678231967072875;4.567659492865639E-5;-0.4067366423976537;6.781463723903869E-10;-0.4067366430754448;3.552713678800501E-13
140.0;1.0E-4;-0.7660765812245174;3.213810553948093E-5;-0.7660444418439161;1.2750618338941422E-9;-0.76604444312095;1.9720891586416656E-12
150.0;1.0E-4;-0.8660504023427773;2.4998558338595878E-5;-0.8660254023432068;1.4412319115919558E-9;-0.8660254037874681;3.029354544992202E-12
169.0;1.0E-4;-0.9816367222634237;9.53881575971316E-6;-0.9816271818137434;1.633920554411361E-9;-0.9816271834505359;2.871924920100355E-12
180.0;1.0E-4;-0.9999999983354435;1.6645564926420775E-9;-0.9999999983354435;1.6645564926420775E-9;-1.0000000000028504;2.850386593422627E-12
precision;1.0E-4;MAE-2-points;2.6601546993266242E-5;MAE-3-points;1.1815178841027217E-9;MAE-5-points;1.218120621392225E-12

0.0;0.001;0.9999998333333416;1.666666583632903E-7;0.9999998333333416;1.666666583632903E-7;0.9999999999999668;3.319566843629218E-14
30.0;0.001;0.8657752594676826;2.501443167560735E-4;0.8660252594468731;1.443375655663104E-7;0.8660254037844151;2.3647750424515834E-14
45.0;0.001;0.7067531099743674;3.536712121802177E-4;0.707106663335455;1.1785109255146864E-7;0.7071067811865542;6.661338147750939E-15
60.0;0.001;0.49956690400077;4.3309599923013753E-4;0.4999999166666047;8.333339540644857E-8;0.4999999999998524;1.4771517342637708E-13
90.0;0.001;-4.999999583255033E-4;4.999999583255645E-4;0.0;6.123233995736766E-17;9.25185853854297E-15;9.190626198585603E-15
114.0;0.001;-0.4071933479771195;4.5670490131938246E-4;-0.4067365752863372;6.778946287644416E-8;-0.40673664307577795;2.2148949341271873E-14
140.0;0.001;-0.7663657092228382;3.2126610386029597E-4;-0.7660443154448027;1.2767417523207314E-7;-0.7660444431188129;1.6497914145929826E-13
150.0;0.001;-0.8662752594259526;2.498556415139186E-4;-0.8660252594468176;1.4433762107746162E-7;-0.866025403784341;9.769962616701378E-14
169.0;0.001;-0.9817224243327816;9.524088511758677E-5;-0.9816270198430427;1.636046212949438E-7;-0.9816271834475291;1.3489209749195652E-13
180.0;0.001;-0.9999998333332315;1.6666676849741435E-7;-0.9999998333332315;1.6666676849741435E-7;-0.9999999999998564;1.4355183708403274E-13
precision;0.001;MAE-2-points;2.6603123517300375E-4;MAE-3-points;1.1822613609270874E-7;MAE-5-points;7.836822081770948E-14

0.0;0.01;0.9999833334166665;1.6666583333546647E-5;0.9999833334166665;1.6666583333546647E-5;0.9999999996666705;3.333294751328708E-10
30.0;0.01;0.8635109909331418;0.0025144128512969433;0.8660109700998786;1.4433684560111182E-5;0.8660254034957664;2.8867230827955837E-10
45.0;0.01;0.7035594916892096;0.0035472894973379576;0.7070949961324513;1.1785054096269398E-5;0.7071067809508429;2.3570467799771677E-10
60.0;0.01;0.4956615757736871;0.004338424226313031;0.49999166670833817;8.333291661943854E-6;0.499999999833344;1.6665613333799456E-10
90.0;0.01;-0.004999958333473664;0.004999958333473726;0.0;6.123233995736766E-17;1.8503717077085944E-15;1.7891393677512268E-15
114.0;0.01;-0.41129755338958907;0.004560910313788968;-0.4067298641656447;6.778910155380569E-6;-0.4067366429402244;1.3557571731936946E-10
140.0;0.01;-0.7692455870411119;0.0032011439221339977;-0.7660316757754082;1.2767343569697331E-5;-0.7660444428636023;2.553756095480253E-10
150.0;0.01;-0.8685109492665932;0.0024855454821545164;-0.8660109700998564;1.4433684582315642E-5;-0.8660254034957381;2.887006189666863E-10
169.0;0.01;-0.9825648601029219;9.376766552579019E-4;-0.981610823076387;1.6360371276946672E-5;-0.9816271831204292;3.2723479481688855E-10
180.0;0.01;-0.9999833334166452;1.6666583354751907E-5;-0.9999833334166451;1.666658335486293E-5;-0.9999999996666419;3.3335811888690614E-10
precision;0.01;MAE-2-points;0.0026618694448445343;MAE-3-points;1.1822550659113546E-5;MAE-5-points;2.364609243425384E-10

0.0;0.1;0.9983341664682815;0.0016658335317184525;0.9983341664682815;0.0016658335317184525;0.9999966706326063;3.329367393667404E-6
30.0;0.1;0.8396035760176229;0.026421827766815786;0.864582749627494;0.0014426541569446671;0.8660225204676968;2.8833167419195505E-6
45.0;0.1;0.6706029729039897;0.03650380828255784;0.7059288589999413;0.001177922186606284;0.7071044269682866;2.354218261002572E-6
60.0;0.1;0.45590188541076104;0.04409811458923907;0.49916708323414105;8.329167658590597E-4;0.49999833531630383;1.6646836962785905E-6
90.0;0.1;-0.049958347219742905;0.04995834721974297;0.0;6.123233995736766E-17;-1.850371707708594E-16;2.462695107282271E-16
114.0;0.1;-0.4516983087111126;0.04496166563531251;-0.40605908753718556;6.775555386145382E-4;-0.4067352889000828;1.3541757172830238E-6
140.0;0.1;-0.7968809471921123;0.03083650407313443;-0.7647683405988442;0.0012761025201336595;-0.7660418926755875;2.5504433903700274E-6
150.0;0.1;-0.8895619232373664;0.023536519452927673;-0.8645827496274952;0.001442654156943557;-0.8660225204676982;2.8833167404762605E-6
169.0;0.1;-0.9895244580135029;0.007897274565838885;-0.9799919559698314;0.0016352274778326237;-0.9816239152501277;3.2681975362658378E-6
180.0;0.1;-0.9983341664682823;0.0016658335317176753;-0.9983341664682823;0.0016658335317176753;-0.9999966706326073;3.3293673926682033E-6
precision;0.1;MAE-2-points;0.026754572864900527;MAE-3-points;0.0011816699866370579;MAE-5-points;2.3617086870177738E-6

0.0;1.0;0.8414709848078965;0.1585290151921035;0.8414709848078965;0.1585290151921035;0.9704117419395818;0.029588258060418204
30.0;1.0;0.4988864023252177;0.367139001459221;0.7287352493911479;0.13729015439329084;0.8404012206503867;0.025624183134052014
45.0;1.0;0.2699544827129282;0.43715229847361936;0.5950098395293859;0.11209694165716166;0.6861847232685282;0.020922057918019377
60.0;1.0;0.022625611224628805;0.4773743887753713;0.4207354924039484;0.07926450759605169;0.48520587096979106;0.014794129030209047
90.0;1.0;-0.45969769413186023;0.4596976941318603;5.551115123125783E-17;5.721188726109833E-18;9.251858538542972E-17;3.1286245428062055E-17
114.0;1.0;-0.7622118239693899;0.3554751808935898;-0.3422570836064513;0.0644795594693488;-0.39470201431784496;0.012034628757955135
140.0;1.0;-0.9400921539473754;0.17404771082839754;-0.644604171957943;0.12144027116103495;-0.7433785224502243;0.022665920668753614
150.0;1.0;-0.958584096457078;0.09255869267263928;-0.7287352493911479;0.13729015439329084;-0.8404012206503867;0.025624183134052014
169.0;1.0;-0.9137252479641219;0.06790193548354206;-0.8260107927699074;0.15561639067775657;-0.952582545024693;0.029044638422971003
180.0;1.0;-0.8414709848078965;0.1585290151921035;-0.8414709848078965;0.1585290151921035;-0.9704117419395818;0.029588258060418204
precision;1.0;MAE-2-points;0.27484049331024474;MAE-3-points;0.11245360097321422;MAE-5-points;0.020988625718684865

